,length,breadth,area,lbr,chalk,ecc,b,g,r,class
0,4.770433408,1.65415559,6.287046213,0.349519069,1.011799302,0.935752219,93.18324588,102.8220577,108.3230831,5
1,4.773163791,1.65470567,6.294886293,0.349490215,1.012010004,0.93572812,93.32067681,102.9128369,108.4463882,5
2,4.780179374,1.667593063,6.347107529,0.351599451,1.011077652,0.934968155,92.73488749,102.2701902,107.8661498,5
3,4.773254748,1.657872612,6.303592533,0.350080715,1.011386926,0.935543328,93.1737853,102.7755877,108.3993963,5
4,4.782906083,1.666399742,6.345700797,0.351270432,1.01089897,0.935048617,92.88536075,102.3365915,107.9622877,5
5,4.824577904,1.689900031,6.478289285,0.352924244,1.007400499,0.934479919,104.7021933,115.9024279,122.9275386,5
6,4.826600735,1.695183885,6.501910587,0.35398053,1.007684353,0.934061214,104.6765618,116.0721028,122.7339903,5
7,4.821891875,1.690663656,6.473126179,0.353366143,1.00698638,0.934283456,104.6364826,116.1047658,122.9243342,5
8,4.81888494,1.69153451,6.475611749,0.353767126,1.007366465,0.934098425,104.5857338,115.9176087,122.8753099,5
9,4.697794395,1.630015836,6.093129835,0.350518939,1.007710194,0.934158364,116.8433384,126.1594147,129.1668259,5
10,4.692827969,1.627930316,6.075674135,0.350239607,1.006895934,0.934733842,117.0979339,126.2865622,129.4237628,5
11,4.869541907,1.651603481,6.418161084,0.340628864,1.012428802,0.93947378,103.8812049,119.1015385,126.3927565,5
12,4.939475357,1.719502966,6.801490543,0.35031387,1.015892799,0.93521199,119.0589991,133.283583,137.01216,5
13,5.03510301,1.754667256,7.058503616,0.349943514,1.011080959,0.935792062,131.8972402,145.0142163,148.5000549,5
14,4.828845386,1.674714047,6.462075166,0.349063177,1.014618983,0.936191137,117.7536201,135.6857412,144.0208285,5
15,5.041204935,1.808182919,7.228125508,0.360535015,1.008004679,0.931700487,128.6631379,141.7629913,150.0094357,5
16,5.030683905,1.808233373,7.212650827,0.361233136,1.008087584,0.931437217,128.4309146,141.7110154,149.9013834,5
17,5.025211621,1.804969726,7.199581978,0.361062217,1.008986088,0.931487461,128.814632,141.6833511,149.8173076,5
18,5.14037381,1.756773705,7.179877538,0.343232437,1.009505916,0.938204403,115.4080581,115.4080581,115.4080581,5
19,4.721820926,1.601498585,6.009163375,0.341686485,1.007984704,0.93852753,99.5205427,114.3086617,120.0530163,5
