,length,breadth,area,lbr,chalk,ecc,b,g,r
0,6.463881733170875,1.8104914824815628,9.553594185477325,0.2999175761107666,1.0293016894027536,0.9492331553804084,66.29133299744129,92.61753356450608,99.42890647382512
1,6.593019303029336,1.847373482677012,9.98784123453798,0.2992443676011684,1.0333478794442712,0.9493745926974342,79.59063564454632,108.5039895454804,116.30898145664138
2,6.516975539854205,1.780534270851092,9.533500132117853,0.2886301717617797,1.036552975385835,0.9537433674003956,83.34444203800965,114.61136748897322,121.57308920977772
3,6.688568015756971,1.8297801691371929,10.038742673326588,0.2911565082476312,1.0310045256396132,0.9524304935360696,64.17552675155598,94.11489242911614,100.1952094845945
4,7.127820068541543,1.8565541482882024,10.876915154383402,0.2697447259676787,1.0348583539636709,0.9606242632394904,75.56219016957213,103.43405756672216,110.4234844604606
5,6.613017348673208,1.8636575515086296,10.103389757628053,0.2977738214596809,1.0289132489280794,0.9508256602427144,81.04479334533066,114.22571716800392,121.68558311711074
6,7.01021960151755,1.878655139480878,10.842814754960097,0.2824510840992129,1.0343488631481284,0.9558403764287846,72.0596252786003,102.27539089680924,108.52048635420614
7,6.630151199395304,1.756389144994302,9.585778314126816,0.2793200364237451,1.0349061141820368,0.9568700092635684,63.793196125963,92.74809217536313,99.81965917016728
8,6.55212293474012,1.841673275734687,9.941158189753414,0.3005414815184584,1.0358731276566782,0.9489348392807724,90.27108186819112,114.58872182073132,123.07134073994176
9,6.816476275671965,1.875765398035381,10.548215901823852,0.289600433469394,1.0384999140808524,0.9538585522085355,83.17301420270721,109.28915221668116,117.76749085506006
10,6.6129267333434525,1.8075621465734528,9.823072802532264,0.2923248675640848,1.0373840464576327,0.9516679980110336,64.91383312301632,94.04104814347444,100.2078735038813
11,7.0049460969634,1.88114251840892,10.873503868386017,0.2797673926254478,1.037914402676246,0.9576794137993552,83.50368463044897,107.30702110683978,113.76060056575037
12,6.7228976148864685,1.89453412304276,10.486435044465988,0.2993357276797549,1.0387278388781471,0.94976397092146,94.11287626153752,120.63349640566295,127.51633289632296
13,6.771046335246703,1.7772251746288612,9.87333905750362,0.2777836853410688,1.033136290573566,0.956987266209156,64.16411587276716,90.84920283610153,98.53355727044811
14,6.8522098150299104,1.807707229319391,10.214141554369991,0.2786458397582647,1.0358419715172211,0.9567906769799038,85.96980796143386,109.87653666688044,118.56138180254467
15,7.1901629424878175,1.861132360943781,11.00037996996448,0.2676649576845037,1.036636532474022,0.9612413942409191,69.88733573476229,98.09204565333027,106.01216303536812
16,6.981847110758708,1.806981378950791,10.342731694841872,0.272583391215758,1.035169204212378,0.9584016819440112,66.44891710231515,94.56601548681262,101.76270979914312
17,7.054401161383651,1.8125595435411508,10.46925889766799,0.267553067165773,1.0345088519056054,0.9611277106377548,62.21422039367105,91.77888547420164,98.98476044041158
18,6.729089345736574,1.810735881923468,9.93551765546852,0.2823124187603238,1.0298920805670018,0.9561481082701851,69.10436836605146,96.64299748676449,103.32645072417456
19,7.339735030242302,2.034800727406045,12.323275601826284,0.29574967500992055,1.036190313238741,0.9505620794407976,90.61226178754936,117.15650644914582,123.9404897807223
