,length,breadth,area,lbr,chalk,ecc,b,g,r
0,3.7562567394312274,1.676266700617148,4.990897510024163,0.5020273267175154,1.0033031518742224,0.8255968240030076,124.6895933773154,141.90831430263046,142.92293622600016
1,3.865048964603488,1.6496393068645698,5.085347476802999,0.4759706142801456,1.0088408811622511,0.8471567104794534,115.94970130097968,135.51432554961542,136.5865996325125
2,3.7092505918627374,1.7534434288907588,5.149037650461947,0.5296738946469475,1.0049823718293354,0.8071636417572764,101.1678782144478,118.9663920491696,119.85271809783151
3,3.48496289017375,1.6069712858528946,4.440835747945943,0.5204736423778596,1.0061829909196305,0.8130806496562234,117.67252345050495,134.15971510647557,137.233491168085
4,3.5220746480585245,1.641690822416927,4.6124770110083535,0.5230342681542773,1.0122568235086815,0.8159863108830405,113.15743615334678,130.65626366249927,129.78835104950076
5,3.761786302036517,1.7259294728314405,5.163251305724283,0.5133743193002371,1.0101650076338442,0.823625777037916,99.8760319868909,117.23726397545389,117.476689114341
6,3.890195845700769,1.7088841308052194,5.269615945345742,0.4902955658977658,1.0076103585705227,0.8413672338331887,100.00898668763064,116.58016296754435,116.38197148254264
7,4.099690205852192,1.7977455901602903,5.860208333333333,0.4883162448575702,1.0082666363319353,0.8382620724233467,111.25483520374137,129.45101397248317,129.3268589495525
8,3.838250049046241,1.696105341485037,5.184368110738553,0.4891755347034027,1.007920282885615,0.8463107913818121,86.33968139442156,100.2358877475459,108.67463971747014
9,3.780302281545767,1.6917292688848122,5.112733157740145,0.4974793074818068,1.0093479332562747,0.8392613489193761,105.53498738395392,123.93510516563649,124.16288823667416
10,3.650328144912016,1.5855398486219434,4.594397089665053,0.483940741394605,1.0044019459907565,0.8475962653442551,102.13197258612556,117.9614107364591,119.72624146926046
11,4.09283761028957,1.6864427833589624,5.455127901776155,0.4532393875578697,1.0051895694659847,0.8666969018546831,108.80402626894984,126.47452657819072,127.4576434429132
12,4.200527877061352,1.7827308823773722,5.965915616465587,0.4740011708399703,1.0136093122009424,0.8474615628006384,94.965554269067,110.54679446477928,111.65597221184731
13,4.08983946572767,1.7672160498411096,5.708338729370741,0.478336717782237,1.0025680198352602,0.8505234501941077,106.59855833979924,123.3619387234111,125.2815096827624
14,3.810419117449378,1.7075077981027442,5.108322089333123,0.4955117464154353,0.99931784896762,0.8394765036367957,97.72066479775732,114.3363102389534,113.61550749788636
15,4.075975999085338,1.7580617243958931,5.665702089947716,0.477886386709188,1.005391771549752,0.8498304932829859,96.18250190749556,112.16700837221856,111.44866371502276
16,3.964762403414132,1.7134453368226592,5.362238932567426,0.4822686113671141,1.0064932347689046,0.8429105905797174,95.66054353579835,111.76163150840758,113.67212717791618
17,3.685027508873084,1.717063694493464,4.986726739074706,0.521863777253634,1.0058743695357475,0.8106382017177463,115.9913763297539,129.02618669419292,135.84713404520787
18,3.838054111659954,1.6933362070827664,5.141701849571509,0.4821856885777258,1.0053420860509104,0.8556145805407389,110.83723204485987,124.33557528752672,127.86509781890628
19,4.134756598904034,1.738300233481138,5.680394066926158,0.4574959119853424,1.0060139243427808,0.8659048811089362,120.0399548627074,130.81915827308063,136.05201655034062
20,3.614280490958762,1.5589301170538936,4.502840624156539,0.4782712288507876,1.006486333345878,0.8541999480240487,107.19671336553004,120.04854034419728,121.59711864703718
21,3.854681038737968,1.5368957700844044,4.765757567312441,0.4318827103556362,1.008060316626134,0.8869076914466342,105.3532427319844,116.54471540547608,120.49323053104833
22,3.537052735496289,1.5262857370744776,4.303919946360709,0.4769534866142883,1.0051426991586068,0.8541100114396645,102.2416937772548,113.95859578689924,118.14873330103136
23,3.57845572143153,1.5627505447165624,4.462830814182166,0.485440446847091,1.005999805620755,0.8419228016128281,101.51039916237949,114.80728264522634,117.23430107804866
24,3.83692674300852,1.572399874477082,4.801870065622946,0.4515493681719101,1.0012306452426514,0.8676807879781222,109.05163361311632,122.43298862834207,124.72134027895858
25,3.6967286354261524,1.5542722350884253,4.580191696483484,0.4670554797535235,1.005787215479096,0.8549102796593749,111.42207877266797,126.71821244622825,128.34991328404584
