,length,breadth,area,lbr,chalk,ecc,b,g,r,class
0,6.323593413,1.981771133,10.33159119,0.338960757,1.040773359,0.934168098,82.69115514,109.2260007,120.7857357,3
1,6.204843753,2.062212542,10.45372991,0.358728074,1.03204139,0.926674841,65.49509842,88.64913606,103.215608,3
2,6.214720601,1.972713166,10.103896,0.345613422,1.037363965,0.931177375,81.76633133,110.2253553,127.2714355,3
3,6.22433074,2.051477076,10.44185814,0.359496651,1.033653311,0.925123702,85.65266703,110.3169131,125.4964838,3
4,6.115849004,2.029379519,10.18420478,0.36108329,1.034132606,0.925140802,88.74288124,112.5226023,126.1746431,3
5,6.5051201,2.005215122,10.67665912,0.334682846,1.036774417,0.935095756,96.21601161,114.7226131,121.6842705,3
6,6.292201104,2.020185973,10.38697154,0.352962848,1.0348043,0.925877719,94.1211769,114.5424877,124.0338919,3
7,6.602469244,2.053824008,11.06568073,0.336714746,1.032888054,0.934638355,94.05501578,114.5609579,124.3759818,3
8,6.132923401,1.845472608,9.258587445,0.330207676,1.031365336,0.936314009,47.83233608,66.9950831,77.56553985,3
9,6.1732728,1.920742521,9.693250608,0.339633153,1.03724883,0.932144826,88.83725831,111.0991691,120.8536289,3
10,6.077015989,1.916575253,9.549863965,0.345105007,1.037436782,0.93037415,80.84063582,105.5276394,117.3133665,3
11,5.872715585,1.900849888,9.043754204,0.352642577,1.029674945,0.927886674,72.74797566,92.67255737,103.0905776,3
12,5.990863637,1.919302447,9.450821547,0.350940378,1.036413309,0.928102492,87.11883359,110.631943,121.7290481,3
13,5.983101471,1.916121241,9.32933804,0.350926012,1.032360969,0.927238259,85.45896292,106.853493,117.521266,3
14,5.799518137,1.905715084,8.952263639,0.364181661,1.027008064,0.92033037,78.61091233,103.5232273,116.9555204,3
15,6.294129137,1.935185885,9.913792202,0.334835043,1.035224268,0.934095517,86.10161673,112.9819341,126.6725794,3
16,6.367380991,1.92485929,9.984134374,0.332182881,1.037277618,0.934392083,73.88084816,95.76585215,107.0705241,3
17,6.081944596,1.940345185,9.565516559,0.350900081,1.02589788,0.928093313,66.95601161,87.07079011,97.07633793,3
18,6.269464847,1.916642299,9.80125205,0.33194261,1.034192994,0.936835642,78.17003372,104.8078766,118.7304981,3
19,6.128845353,1.939453655,9.70672523,0.347381272,1.035481171,0.929675982,80.33289439,106.9062905,121.7556979,3
