,length,breadth,area,lbr,chalk,ecc,b,g,r,class
0,5.14282812,1.867432942,7.785633899,0.398346304,1.026915309,0.906523453,69.6110067,91.72424056,104.5080981,2
1,5.178514224,1.906098345,7.9972372,0.401727568,1.027866238,0.905762179,66.48666368,89.50931268,101.5393383,2
2,5.165112237,1.918124271,7.985728656,0.404727754,1.02851846,0.903766237,88.7588437,117.0115018,131.8599919,2
3,4.983675668,1.910468594,7.67072695,0.414434127,1.02597992,0.900135897,74.94778134,99.87803505,113.0174018,2
4,4.993522476,1.898597523,7.625445337,0.411905657,1.026069596,0.901002385,71.23106104,95.9312223,109.9390326,2
5,4.892211201,1.885378367,7.412148577,0.418243234,1.026244287,0.896354678,87.87794999,116.8763227,131.6950584,2
6,4.954249399,1.90136968,7.605101012,0.418141879,1.028024814,0.896165598,68.57465047,92.86041884,106.7509682,2
7,5.013886259,1.888935078,7.601562741,0.41045331,1.022673535,0.898461877,58.14970046,79.16556807,92.24349457,2
8,4.928808402,1.87272505,7.362511687,0.414495397,1.019930258,0.898262138,49.33465548,67.99396892,78.88784535,2
9,5.048315523,1.922256327,7.811031148,0.41390784,1.026365993,0.89944556,84.63619245,112.4934692,127.2743827,2
10,4.96304998,1.920127917,7.698094347,0.425194172,1.025454928,0.889766681,76.60929749,106.6384882,122.3988321,2
11,4.728603997,1.835164159,6.964363807,0.424703725,1.019187859,0.892147705,79.35634154,104.277758,118.2058418,2
12,4.762809998,1.875611671,7.16804573,0.43028625,1.020358396,0.887896737,72.66880159,100.9487275,115.1292197,2
13,4.850305305,1.860448916,7.244024492,0.422258815,1.021877168,0.890603452,79.10707889,109.055753,124.5198427,2
14,4.64832824,1.847791922,6.83712556,0.433862473,1.017689844,0.885292326,60.43643438,88.35110356,102.5608651,2
15,4.879314514,1.927562569,7.555246443,0.431868244,1.024423314,0.887385499,86.31220418,117.016433,132.1961768,2
16,4.91913177,1.876285009,7.423771154,0.420521058,1.022725831,0.893308177,78.86312938,107.1628587,121.425154,2
17,4.751230085,1.877156284,7.154293454,0.431298408,1.02053167,0.887927523,62.55910042,87.05291102,100.9882307,2
18,5.131662412,1.998730113,8.216729564,0.425175271,1.021281988,0.891579287,81.06613565,111.9651152,127.0517373,2
19,5.172220617,2.051624844,8.50827564,0.433244217,1.022481798,0.887349405,80.17019473,109.9486943,124.7588925,2
