,length,breadth,area,lbr,chalk,ecc,b,g,r,class
0,6.463881733,1.810491482,9.553594185,0.299917576,1.029301689,0.949233155,66.291333,92.61753356,99.42890647,4
1,6.593019303,1.847373483,9.987841235,0.299244368,1.033347879,0.949374593,79.59063564,108.5039895,116.3089815,4
2,6.51697554,1.780534271,9.533500132,0.288630172,1.036552975,0.953743367,83.34444204,114.6113675,121.5730892,4
3,6.688568016,1.829780169,10.03874267,0.291156508,1.031004526,0.952430494,64.17552675,94.11489243,100.1952095,4
4,7.127820069,1.856554148,10.87691515,0.269744726,1.034858354,0.960624263,75.56219017,103.4340576,110.4234845,4
5,6.613017349,1.863657552,10.10338976,0.297773821,1.028913249,0.95082566,81.04479335,114.2257172,121.6855831,4
6,7.010219602,1.878655139,10.84281475,0.282451084,1.034348863,0.955840376,72.05962528,102.2753909,108.5204864,4
7,6.630151199,1.756389145,9.585778314,0.279320036,1.034906114,0.956870009,63.79319613,92.74809218,99.81965917,4
8,6.552122935,1.841673276,9.94115819,0.300541482,1.035873128,0.948934839,90.27108187,114.5887218,123.0713407,4
9,6.816476276,1.875765398,10.5482159,0.289600433,1.038499914,0.953858552,83.1730142,109.2891522,117.7674909,4
10,6.612926733,1.807562147,9.823072803,0.292324868,1.037384046,0.951667998,64.91383312,94.04104814,100.2078735,4
11,7.004946097,1.881142518,10.87350387,0.279767393,1.037914403,0.957679414,83.50368463,107.3070211,113.7606006,4
12,6.722897615,1.894534123,10.48643504,0.299335728,1.038727839,0.949763971,94.11287626,120.6334964,127.5163329,4
13,6.771046335,1.777225175,9.873339058,0.277783685,1.033136291,0.956987266,64.16411587,90.84920284,98.53355727,4
14,6.852209815,1.807707229,10.21414155,0.27864584,1.035841972,0.956790677,85.96980796,109.8765367,118.5613818,4
15,7.190162942,1.861132361,11.00037997,0.267664958,1.036636532,0.961241394,69.88733573,98.09204565,106.012163,4
16,6.981847111,1.806981379,10.34273169,0.272583391,1.035169204,0.958401682,66.4489171,94.56601549,101.7627098,4
17,7.054401161,1.812559544,10.4692589,0.267553067,1.034508852,0.961127711,62.21422039,91.77888547,98.98476044,4
18,6.729089346,1.810735882,9.935517655,0.282312419,1.029892081,0.956148108,69.10436837,96.64299749,103.3264507,4
19,7.33973503,2.034800727,12.3232756,0.295749675,1.036190313,0.950562079,90.61226179,117.1565064,123.9404898,4
